owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Defense,Department of Defense,FY2021P12,097-0100,"Operation and Maintenance, Defense-Wide, Defense",Department of Defense,National Defense,Department of Defense-Military,4203297264.9,1476701813.62,45263963724.0,0.0,0.0,1926711677.79,1926711677.79,52870674480.31,48571395717.49,2686188232.03,4299278762.82,46698913107.68,52870674480.31,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0104,"United States Court of Appeals for the Armed Forces, Defense",Department of Defense,National Defense,Department of Defense-Military,1115881.05,-16681.74,15211000.0,0.0,0.0,0.0,0.0,16310199.31,15925778.77,771949.47,384420.54,17750249.38,16310199.31,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0105,"Drug Interdiction and Counter-Drug Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,116441000.0,0.0,0.0,0.0,0.0,0.0,0.0,116441000.0,0.0,0.0,116441000.0,0.0,116441000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0107,"Office of the Inspector General, Defense",Department of Defense,National Defense,Department of Defense-Military,33037302.88,26232635.81,399603000.0,0.0,0.0,6988583.86,6988583.86,465861522.55,435650582.65,30278814.26,30210939.9,420543614.57,465861522.55,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0111,"Department of Defense Acquisition Workforce Development Account, Defense",Department of Defense,National Defense,Department of Defense-Military,166433182.27,15064110.38,75746000.0,0.0,0.0,226552.78,226552.78,257469845.43,199195946.63,45486941.33,58273898.8,204736022.29,257469845.43,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0118,"Overseas Contingency Operations Transfer Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,9972184.0,0.0,0.0,0.0,0.0,0.0,0.0,9972184.0,0.0,0.0,9972184.0,0.0,9972184.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0130,"Defense Health Program, Defense",Department of Defense,National Defense,Department of Defense-Military,4443922960.37,919130329.87,34462464000.0,0.0,0.0,4182057807.02,4182057807.02,44007575097.26,40473186315.84,1857291388.46,3534388781.42,39109575101.19,44007575097.26,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0134,"Cooperative Threat Reduction Account, Defense",Department of Defense,National Defense,Department of Defense-Military,119716028.54,56830969.28,360190000.0,0.0,0.0,2662107.97,2662107.97,539399105.79,326788823.5,81180624.3,212610282.29,299306366.08,539399105.79,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0145,"Counterterrorism Partnerships Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,9882227.0,-581776.0,0.0,0.0,0.0,0.0,0.0,9300451.0,0.0,0.0,9300451.0,0.0,9300451.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0300,"Procurement, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,1826269969.82,170083574.47,6336086000.0,0.0,0.0,628065943.38,628065943.38,8960505487.67,6112786729.35,225236160.89,2847718758.32,7464594978.96,8960505487.67,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0350,"National Guard and Reserve Equipment Account, Defense",Department of Defense,National Defense,Department of Defense-Military,585606571.93,113409600.02,950000000.0,0.0,0.0,0.0,0.0,1649016171.95,858418502.07,131686874.0,790597669.88,1155619463.24,1649016171.95,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0360,"Defense Production Act Purchases, Defense",Department of Defense,National Defense,Department of Defense-Military,282963827.72,30220260.49,174639000.0,0.0,0.0,0.0,0.0,487823088.21,336217002.25,30220260.49,151606085.96,482865319.32,487823088.21,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0361,Defense Production Act Program Account. Defense,Department of Defense,National Defense,Department of Defense-Military,100000000.0,6349.71,0.0,0.0,0.0,0.0,0.0,100006349.71,13277189.82,6349.71,86729159.89,5598934.78,100006349.71,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0390,"Chemical Agents and Munitions Destruction, Defense",Department of Defense,National Defense,Department of Defense-Military,36505027.85,2698832.52,1047610000.0,0.0,0.0,-6326780.21,-6326780.21,1080487080.16,1053618910.04,6365021.13,26868170.12,977674538.91,1080487080.16,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0391,"Chemical Demilitarization Construction, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,9328423.06,2610796.34,0.0,0.0,0.0,0.0,0.0,11939219.4,2992098.81,2611708.55,8947120.59,14132590.89,11939219.4,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0400,"Research, Development, Test, and Evaluation, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,5837875466.18,797130562.3,25609607704.0,0.0,0.0,1185011730.5,1185011730.5,33429625462.98,28751401998.88,1059271281.71,4678223464.1,26546518424.52,33429625462.98,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0402,"Department of Defense Rapid Prototyping Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,31624881.05,22597104.47,0.0,0.0,0.0,0.0,0.0,54221985.52,54183775.79,22597104.47,38209.73,90743484.24,54221985.52,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0460,"Operational Test and Evaluation, Defense",Department of Defense,National Defense,Department of Defense-Military,39536717.91,5674409.7,257120000.0,0.0,0.0,0.0,0.0,302331127.61,249293720.24,8263033.63,53037407.37,260433423.66,302331127.61,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,097-0500,"Military Construction, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,3898435386.52,124712110.81,2012071000.0,0.0,0.0,-304322.32,-304322.32,6034914175.01,2567527017.48,170472476.6,3467387157.53,2501929140.34,6034914175.01,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0510,"Department of Defense Base Closure Account 1990, Defense",Department of Defense,National Defense,Department of Defense-Military,72580174.56,17710871.78,0.0,0.0,0.0,0.0,0.0,90291046.34,9021007.69,17710871.78,81270038.65,9452528.43,90291046.34,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,097-0512,"Department of Defense Base Closure Account 2005, Defense",Department of Defense,National Defense,Department of Defense-Military,437096409.51,23650358.46,0.0,0.0,0.0,0.0,0.0,460746767.97,11351964.08,23650358.46,449394803.89,3006133.53,460746767.97,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,097-0516,"Department of Defense Base Closure Account, Defense",Department of Defense,National Defense,Department of Defense-Military,428682863.03,52880059.98,430447000.0,0.0,0.0,13190811.13,13190811.13,925200734.14,518533611.37,52880059.98,406667122.77,370396432.82,925200734.14,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0765,"Family Housing Operation and Maintenance, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,14887908.5,1345984.33,54728000.0,0.0,0.0,0.0,0.0,70961892.83,58161763.14,5069752.35,12800129.69,47089048.04,70961892.83,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0801,"Foreign Currency Fluctuations, Defense",Department of Defense,National Defense,Department of Defense-Military,970000000.0,0.0,0.0,0.0,0.0,0.0,0.0,970000000.0,0.0,0.0,970000000.0,0.0,970000000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0803,"Foreign Currency Fluctuations, Construction, Defense",Department of Defense,National Defense,Department of Defense-Military,56172018.0,71100000.0,0.0,0.0,0.0,0.0,0.0,127272018.0,0.0,0.0,127272018.0,0.0,127272018.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0804,"North Atlantic Treaty Organization, Security Investment Program, Defense",Department of Defense,National Defense,Department of Defense-Military,100547130.22,71385213.33,173030000.0,0.0,0.0,0.0,0.0,344962343.55,237142515.49,71385213.33,107819828.06,232279168.07,344962343.55,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0810,"Environmental Restoration, Defense",Department of Defense,National Defense,Department of Defense-Military,36257420.0,0.0,10563000.0,0.0,0.0,0.0,0.0,46820420.0,0.0,0.0,46820420.0,0.0,46820420.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0811,"Environmental Restoration, Formerly Used Defense Sites, Defense",Department of Defense,National Defense,Department of Defense-Military,0.62,0.0,5000000.0,0.0,0.0,0.0,0.0,5000000.62,0.0,0.0,5000000.62,0.0,5000000.62,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0819,"Overseas Humanitarian, Disaster, and Civic AID, Defense",Department of Defense,National Defense,Department of Defense-Military,241187562.77,168097215.62,1948690000.0,0.0,0.0,3954.26,3954.26,2357978732.65,1805547855.16,11798166.79,552430877.49,231029859.18,2357978732.65,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0833,"Defense Emergency Response Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,225321508.55,2449862.1,0.0,0.0,0.0,0.0,0.0,227771370.65,6627.59,2449862.1,227764743.06,161960.26,227771370.65,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0834,"Department of Defense Family Housing Improvement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,18540236.13,0.0,76635050.16,0.0,0.0,0.0,0.0,95175286.29,75574811.8,0.0,19600474.49,81328282.83,95175286.29,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0836,"Department of Defense Military Unaccompanied Housing Improvement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,1109220.0,0.0,600000.0,0.0,0.0,0.0,0.0,1709220.0,1301463.68,0.0,407756.32,1162907.52,1709220.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0838,"Support for International Sporting Competitions, Defense",Department of Defense,National Defense,Department of Defense-Military,5496022.42,0.0,0.0,0.0,0.0,0.0,0.0,5496022.42,1382082.92,0.0,4113939.5,744761.66,5496022.42,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0850,Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund,Department of Defense,National Defense,Defense-related activities,0.0,0.0,6983000000.0,0.0,0.0,0.0,0.0,6983000000.0,6983000000.0,0.0,0.0,6983000000.0,6983000000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-2093,"Joint Improvised-Threat Defeat Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,4412570.01,2045703.77,0.0,0.0,0.0,0.0,0.0,6458273.78,892713.05,2045703.77,5565560.73,1190934.2,6458273.78,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4090,"Homeowners Assistance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,49586097.5,11452.13,0.0,0.0,0.0,0.0,0.0,49597549.63,708973.68,11452.13,48888575.95,916508.84,49597549.63,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4091,"Homeowners Assistance Fund - Recovery Act, Defense",Department of Defense,National Defense,Department of Defense-Military,807070.77,1247.17,0.0,0.0,0.0,0.0,0.0,808317.94,1247.17,1247.17,807070.77,0.0,808317.94,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4555,"National Defense Stockpile Transaction Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,211172251.7,14613509.45,0.0,0.0,0.0,84886539.54,84886539.54,310672300.69,48953133.45,14613509.45,261719167.24,46111012.19,310672300.69,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4930,"Department of Defense Working Capital Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,11586741957.4,3955286474.13,1912133000.0,0.0,74016831336.42,51105232553.9,125122063890.32,142576225321.85,129503215812.06,9925128795.79,13073009509.79,124597423158.24,142576225321.85,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4931,"Building Maintenance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,30598257.87,5080911.25,0.0,0.0,0.0,294779812.38,294779812.38,330458981.5,290758371.01,5080911.25,39700610.49,298989583.62,330458981.5,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4932,"Defense Counterintelligence and Security Agency Working Capital Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,984093513.43,61465982.95,-100000000.0,0.0,0.0,1236087373.95,1236087373.95,2181646870.33,1264006167.22,3283733.47,917640703.11,1135274648.54,2181646870.33,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4950,Pentagon Reservation Maintenance Revolving Fund,Department of Defense,National Defense,Department of Defense-Military,57327987.36,39422864.93,0.0,0.0,0.0,645300878.89,645300878.89,742051731.18,680451593.74,39422864.93,61600137.44,649317769.03,742051731.18,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-4965,"Emergency Response Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,11462230.88,0.0,0.0,0.0,0.0,0.0,0.0,11462230.88,0.0,0.0,11462230.88,0.0,11462230.88,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-5187,"Defense Cooperation Account, Defense",Department of Defense,National Defense,Department of Defense-Military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-5188,"Disposal of Department of Defense Real Property, Defense",Department of Defense,National Defense,Department of Defense-Military,70382953.86,1225188.49,10508682.15,0.0,0.0,0.0,0.0,82116824.5,9467873.94,1225188.49,72648950.56,17782205.0,82116824.5,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-5189,"Lease of Department of Defense Real Property, Defense",Department of Defense,National Defense,Department of Defense-Military,196010536.21,2180403.81,33185513.66,0.0,0.0,0.0,0.0,231376453.68,26109908.71,2180403.81,205266544.97,23086558.89,231376453.68,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-5193,"Department of Defense Overseas Military Facility Investment Recovery Account, Defense",Department of Defense,National Defense,Department of Defense-Military,469705.02,0.0,0.0,0.0,0.0,0.0,0.0,469705.02,0.0,0.0,469705.02,113542.93,469705.02,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-5195,"Use of Proceeds from the Transfer or Disposition of Commissary Facilities, Defense",Department of Defense,National Defense,Department of Defense-Military,3585555.31,0.0,-1159.0,0.0,0.0,0.0,0.0,3584396.31,2231661.0,0.0,1352735.31,0.0,3584396.31,2022-01-19
